2.860574,2.559813,1.256192
2.012764,2.922833,1.074165
2.188602,2.827261,1.129440
2.485701,2.799459,1.039051
2.710443,2.983915,1.249044
3.112439,3.022194,1.193648
2.424436,2.936855,0.926131
2.981032,2.951816,1.200644
3.202350,3.052257,1.066053
2.903392,3.011490,1.652255
2.819053,3.108868,1.019254
3.031058,3.002900,0.957008
3.164640,2.645980,1.220734
3.963975,3.157334,0.946673
3.301318,2.419384,1.144290
3.466449,2.591257,1.038509
3.114485,2.902761,1.231738
3.669927,3.531490,0.994639
3.880513,3.275119,1.136073
2.953475,2.065995,1.281938
3.113420,3.491337,1.052197
2.152056,3.199740,1.195724
3.363208,2.794145,0.985501
2.590766,2.804550,1.012902
3.079119,2.807745,1.079269
3.036274,3.049154,1.217127
3.604724,2.342622,0.977851
2.992539,2.921936,1.427226
2.992035,2.045215,1.493787
3.016103,3.011969,0.926578
2.451382,3.824020,1.616514
3.177561,3.044087,1.066053
3.072560,3.054158,1.206450
3.037120,3.008224,1.001992
3.169092,3.067996,1.096115
2.291014,3.469029,1.040259
2.815494,2.629526,1.078866
3.003623,3.270719,1.255841
2.904406,3.134493,0.906396
3.402544,2.270641,1.078838
3.145479,3.617033,1.000452
3.299532,3.035037,1.513245
3.447822,3.490614,0.995510
3.269191,3.889640,1.553502
3.582401,3.661072,0.893270
2.524458,3.346265,1.131671
3.512818,2.617298,1.136744
2.984806,2.690053,1.023354
2.877427,2.745233,1.120106
2.506319,3.421240,1.041265
2.821596,3.055952,1.051677
2.858714,2.917961,1.374154
3.215867,3.138486,1.255086
2.239843,2.881488,1.022068
3.116102,2.926223,1.106724
2.774857,2.890145,1.230278
3.088965,3.320630,0.984683
3.118473,3.484237,1.036215
3.751510,2.735136,1.373698
3.287726,2.619895,1.015158
2.241015,2.620904,1.088527
3.341164,2.866187,1.136032
2.788918,3.215353,1.012454
3.268910,2.353593,1.120066
3.919450,3.365151,0.987738
2.551116,3.452676,1.131671
3.522052,2.301901,1.010830
3.055094,2.808539,1.079269
3.099613,2.971812,1.159936
3.426156,3.613743,1.068929
2.847268,3.174611,1.025744
3.596282,3.026750,1.937601
3.322060,2.795774,0.985501
3.068235,3.380243,0.892369
2.869221,2.380637,1.160702
2.989577,3.018818,1.154371
3.059952,2.994610,0.919661
3.674476,2.293360,1.060284
3.900588,3.379890,0.946673
3.389704,3.258328,1.570143
2.869290,3.410744,1.237552
2.759041,3.321539,1.253133
2.691450,2.332561,1.134506
2.532403,2.955474,0.984299
3.700452,3.633703,1.096577
3.001311,2.931016,1.427226
3.434329,3.494464,1.002214
2.568963,2.327147,1.175176
3.256616,3.914206,1.588638
2.975113,3.011610,1.311848
3.276230,3.407694,1.053730
3.310448,2.637172,1.015158
2.406934,2.262847,1.214717
3.733187,3.574265,0.974699
2.426875,2.676732,1.069834
3.157633,2.983799,0.981344
3.528214,2.196850,0.897282
2.346545,2.926446,0.937689
2.384566,3.140176,1.272885
3.002351,2.742415,1.061206
2.577129,5.817580,1.649308
0.576131,4.492283,1.044731
0.437353,3.081273,1.046016
0.764023,2.281664,1.020706
1.782297,0.294038,1.188385
1.891934,1.322388,0.930991
2.052055,5.706409,0.971697
0.795871,4.380840,1.066931
4.081157,5.113182,1.011354
0.291175,1.726556,1.253378
3.059354,5.500722,0.984766
1.426647,1.549610,1.078832
4.370018,0.511589,1.080590
1.024331,4.204013,0.964582
5.012870,1.968101,0.851708
4.929551,3.615301,0.989224
4.703250,0.666035,1.022959
2.710844,0.205441,0.926359
4.469014,1.096549,0.982760
5.300982,4.081837,1.075248
1.860902,1.072148,1.217864
0.848916,3.889768,0.903838
5.387781,2.526133,1.293476
3.166254,0.210594,1.002014
5.392711,4.727457,0.961073
3.619894,0.399999,1.093813
1.203910,1.918448,1.063747
5.275933,2.229122,1.251797
1.736026,0.772190,0.907717
2.194906,5.040954,1.004322
1.358871,0.740867,1.371292
3.500461,0.411925,0.927867
5.376932,2.634404,0.945136
1.661262,0.518180,1.069545
1.107959,1.113593,1.224562
0.740281,1.611994,0.930891
1.236731,4.321578,1.023285
4.073812,1.122669,1.040681
3.054943,0.788191,1.200597
0.560222,3.904718,1.085431
5.029080,1.573104,0.979399
1.165302,3.808442,1.139496
2.041661,5.460681,0.986141
0.210171,3.886129,1.277172
2.082601,0.182392,1.087512
0.486370,2.615405,1.086754
3.830529,0.533926,0.950436
3.022859,5.283441,1.004727
1.777423,4.601698,1.084184
0.285776,3.839299,1.203775
4.070400,1.252633,1.058157
0.252079,2.996733,0.943103
3.362312,0.732903,1.058709
0.693453,1.083379,0.915395
3.358320,0.935565,0.999871
3.517001,0.976128,0.952646
0.631979,1.286080,0.989427
2.176717,5.093472,1.004322
2.683067,5.306067,1.877014
3.192816,5.313012,0.984766
1.981679,0.747376,1.095696
3.971981,5.345574,1.063800
1.910176,5.433379,0.986141
3.176416,5.327153,1.026632
0.688387,4.094298,0.924656
0.931439,4.295209,0.888691
1.013960,3.914852,1.086053
5.297394,3.378262,1.061999
3.612632,0.955666,0.918371
4.677367,4.395564,0.961073
2.394875,0.489233,1.130438
0.591205,3.224034,0.970442
4.040814,0.806941,1.063720
2.683938,0.164626,0.915382
4.940551,1.794180,1.033238
1.809219,0.784479,0.940008
3.621850,4.965483,0.954518
0.836128,4.538348,1.040381
0.607418,1.365584,1.043965
2.217958,4.913072,0.984613
1.222672,4.639701,1.059125
3.848604,0.479467,0.954938
3.386844,5.036419,1.156360
2.171870,0.598714,1.200187
1.740037,4.623132,1.148584
4.970121,1.261449,1.172303
1.421499,1.711645,0.979553
5.032681,4.755160,1.014046
0.733686,2.914360,0.943103
1.634335,0.637284,0.976618
1.392878,4.557124,1.099828
4.683770,0.691023,1.022959
0.977516,2.084707,1.070028
3.556920,5.240383,1.080683
3.659788,5.359881,0.812442
2.141822,1.051290,1.087944
4.905998,1.885219,0.905496
5.288531,1.212761,1.383788
2.894205,0.189786,1.162663
3.888312,5.220365,1.122664
